Randomizer Version: 4.6.0
Random Seed: 234173005332115
Settings String: 321YRgEegEdAeQAwgCSvBCegh8Caga8arw9CSABmwAAAAAALAyAxsnQfBQJCTIGBQTGGQURFlBva2Vtb24gU291bFNpbHZlciAoRymFocTU48M4ig==

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
 21|Habitak      |NORMAL/FLYING    |  40|  60|  30|  31|  31|  70|Sturzbach   |Aufwertung  |TM68 (rare)
 22|Ibitak       |NORMAL/FLYING    |  65|  90|  65|  61|  61| 100|Sturzbach   |Aufwertung  |Metallmantel (common)
 23|Rettan       |POISON           |  35|  60|  44|  40|  54|  55|Floraschild |Mentalkraft |
 24|Arbok        |POISON           |  60|  85|  69|  65|  79|  80|Floraschild |Mentalkraft |TM38 (rare)
 25|Pikachu      |ELECTRIC         |  35|  55|  30|  50|  40|  90|Lärmschutz  | -          |
 26|Raichu       |ELECTRIC         |  60|  90|  55|  90|  80| 100|Lärmschutz  | -          |Expertengurt (rare)
 27|Sandan       |GROUND           |  50|  75|  85|  20|  30|  40|Rasanz      | -          |
 28|Sandamer     |GROUND           |  75| 100| 110|  45|  55|  65|Rasanz      | -          |TM89 (rare)
 29|Nidoran♀     |POISON           |  55|  47|  52|  40|  40|  41|Robustheit  | -          |TM67 (common), Steinrauch (rare)
 30|Nidorina     |POISON           |  70|  62|  67|  55|  55|  56|Robustheit  | -          |X-Abwehr (common)
 31|Nidoqueen    |POISON/GROUND    |  90|  82|  87|  75|  85|  76|Robustheit  | -          |
 32|Nidoran♂     |POISON           |  46|  57|  40|  40|  40|  50|Wassertempo | -          |Eneco-Rute (common), Magnet (rare)
 33|Nidorino     |POISON           |  61|  72|  57|  55|  55|  65|Wassertempo | -          |
 34|Nidoking     |POISON/GROUND    |  81|  92|  77|  85|  75|  85|Wassertempo | -          |
 35|Piepi        |NORMAL           |  70|  45|  48|  60|  65|  35|Giftdorn    |Flammkörper |
 36|Pixi         |NORMAL           |  95|  70|  73|  85|  90|  60|Giftdorn    |Flammkörper |TM26 (rare)
 37|Vulpix       |FIRE             |  38|  41|  40|  50|  65|  65|Konzentrator|Starthilfe  |Foepasbeere (100%)
 38|Vulnona      |FIRE             |  73|  76|  75|  81| 100| 100|Konzentrator|Starthilfe  |Seidenschal (100%)
 39|Pummeluff    |NORMAL           | 115|  45|  20|  45|  25|  20|Unkenntnis  | -          |
 40|Knuddeluff   |NORMAL           | 140|  70|  45|  75|  50|  45|Unkenntnis  | -          |TM14 (rare)
 41|Zubat        |POISON/FLYING    |  40|  45|  35|  30|  40|  55|Chlorophyll | -          |Machtkette (common), Tauchball (rare)
 42|Golbat       |POISON/FLYING    |  75|  80|  70|  65|  75|  90|Chlorophyll | -          |
 43|Myrapla      |GRASS/POISON     |  45|  50|  55|  75|  65|  30|Adrenalin   | -          |Nestball (rare)
 44|Duflor       |GRASS/POISON     |  60|  65|  70|  85|  75|  40|Adrenalin   | -          |
 45|Giflor       |GRASS/POISON     |  75|  80|  85| 100|  90|  50|Puderabwehr | -          |
 46|Paras        |BUG/GRASS        |  35|  70|  55|  45|  55|  25|Puderabwehr |Aquahülle   |Ewiges Eis (rare)
 47|Parasek      |BUG/GRASS        |  60|  95|  80|  60|  80|  30|Puderabwehr |Aquahülle   |Machtkette (common), TM23 (rare)
 48|Bluzuk       |BUG/POISON       |  60|  55|  50|  40|  55|  45|Finalschlag | -          |Krummlöffel (common)
 49|Omot         |BUG/POISON       |  70|  65|  60|  90|  75|  90|Finalschlag | -          |Wasserstein (common)
 50|Digda        |GROUND           |  10|  55|  25|  35|  45|  95|Großbrand   |Insomnia    |Gifttafel (common), Zink (rare)
 51|Digdri       |GROUND           |  35|  80|  50|  50|  70| 120|Großbrand   |Insomnia    |Jubelball (100%)
 52|Mauzi        |NORMAL           |  40|  45|  35|  40|  40|  90|Fährte      |Erleuchtung |
 53|Snobilikat   |NORMAL           |  65|  70|  60|  65|  65| 115|Fährte      |Erleuchtung |Überreste (common), TM47 (rare)
 54|Enton        |WATER            |  50|  52|  48|  65|  50|  55|Solarkraft  | -          |Finsterstein (rare)
 55|Entoron      |WATER            |  80|  82|  78|  95|  80|  85|Solarkraft  | -          |
 56|Menki        |FIGHTING         |  40|  80|  35|  35|  45|  70|Wertehalter | -          |Enigmabeere (rare)
 57|Rasaff       |FIGHTING         |  65| 105|  60|  60|  70|  95|Wertehalter | -          |
 58|Fukano       |FIRE             |  55|  70|  45|  70|  50|  60|Anpassung   |Adrenalin   |TM34 (100%)
 59|Arkani       |FIRE             |  90| 110|  80| 100|  80|  95|Anpassung   |Adrenalin   |Sanftglocke (100%)
 60|Quapsel      |WATER            |  40|  50|  40|  40|  40|  90|Überbrückung|Download    |Giftstich (common)
 61|Quaputzi     |WATER            |  65|  65|  65|  50|  50|  90|Überbrückung|Download    |Gifttafel (common)
 62|Quappo       |WATER/FIGHTING   |  90|  85|  95|  70|  90|  70|Eishaut     |Farbwechsel |
 63|Abra         |PSYCHIC          |  25|  20|  15| 105|  55|  90|Dürre       |Rauflust    |
 64|Kadabra      |PSYCHIC          |  40|  35|  30| 120|  70| 105|Dürre       |Rauflust    |TM58 (common)
 65|Simsala      |PSYCHIC          |  55|  50|  45| 135|  85| 120|Dürre       |Rauflust    |
 66|Machollo     |FIGHTING         |  70|  80|  50|  35|  35|  35|Lärmschutz  |Flexibilität|Schützer (common)
 67|Maschock     |FIGHTING         |  80| 100|  70|  50|  60|  45|Lärmschutz  |Flexibilität|
 68|Machomei     |FIGHTING         |  90| 130|  80|  65|  85|  55|Lärmschutz  |Flexibilität|
 69|Knofensa     |GRASS/POISON     |  50|  75|  35|  70|  30|  40|Achtlos     | -          |Magnet (common), Lavakeks (rare)
 70|Ultrigaria   |GRASS/POISON     |  65|  90|  50|  85|  45|  55|Achtlos     | -          |
 71|Sarzenia     |GRASS/POISON     |  80| 105|  65| 100|  60|  70|Achtlos     | -          |Drachenhaut (common)
 72|Tentacha     |WATER/POISON     |  40|  40|  35|  50| 100|  70|Kraftkoloss | -          |Großwurzel (rare)
 73|Tentoxa      |WATER/POISON     |  80|  70|  65|  80| 120| 100|Kraftkoloss | -          |
 74|Kleinstein   |ROCK/GROUND      |  40|  80| 100|  30|  30|  20|Tempomacher | -          |TM51 (common), Rauchball (rare)
 75|Georok       |ROCK/GROUND      |  55|  95| 115|  45|  45|  35|Tempomacher | -          |Ovaler Stein (100%)
 76|Geowaz       |ROCK/GROUND      |  80| 110| 130|  55|  65|  45|Tempomacher | -          |
 77|Ponita       |FIRE             |  50|  85|  55|  65|  65|  90|Niesel      |Saugnapf    |
 78|Gallopa      |FIRE             |  65| 100|  70|  80|  80| 105|Niesel      |Saugnapf    |Sonderbonbon (rare)
 79|Flegmon      |WATER/PSYCHIC    |  90|  65|  65|  40|  40|  15|Konzentrator|Kampfpanzer |
 80|Lahmus       |WATER/PSYCHIC    |  95|  75| 110| 100|  80|  30|Edelmut     | -          |
 81|Magnetilo    |ELECTRIC/STEEL   |  25|  35|  70|  95|  55|  45|Bedroher    |Frühwecker  |Energiekraut (100%)
 82|Magneton     |ELECTRIC/STEEL   |  50|  60|  95| 120|  70|  70|Bedroher    |Frühwecker  |
 83|Porenta      |NORMAL/FLYING    |  52|  65|  55|  58|  62|  60|Duftnote    |Puderabwehr |
 84|Dodu         |NORMAL/FLYING    |  35|  85|  45|  35|  35|  75|Sturmsog    |Magieschild |
 85|Dodri        |NORMAL/FLYING    |  60| 110|  70|  60|  60| 100|Sturmsog    |Magieschild |
 86|Jurob        |WATER            |  65|  45|  55|  45|  70|  45|Erzwinger   | -          |TM62 (rare)
 87|Jugong       |WATER/ICE        |  90|  70|  80|  70|  95|  70|Erzwinger   | -          |
 88|Sleima       |POISON           |  80|  80|  50|  40|  50|  25|Mentalkraft | -          |
 89|Sleimok      |POISON           | 105| 105|  75|  65| 100|  50|Mentalkraft | -          |TM79 (rare)
 90|Muschas      |WATER            |  30|  65| 100|  45|  25|  40|Techniker   | -          |
 91|Austos       |WATER/ICE        |  50|  95| 180|  85|  45|  70|Techniker   | -          |
 92|Nebulak      |GHOST/POISON     |  30|  35|  30| 100|  35|  80|Expidermis  | -          |
 93|Alpollo      |GHOST/POISON     |  45|  50|  45| 115|  55|  95|Expidermis  | -          |
 94|Gengar       |GHOST/POISON     |  60|  65|  60| 130|  75| 110|Expidermis  | -          |
 95|Onix         |ROCK/GROUND      |  35|  45| 160|  30|  45|  70|Facettenauge|Aquahülle   |Blendpuder (common)
 96|Traumato     |PSYCHIC          |  60|  48|  45|  43|  90|  42|Voltabsorber|Kraftkoloss |Koakobeere (rare)
 97|Hypno        |PSYCHIC          |  85|  73|  70|  73| 115|  67|Voltabsorber|Kraftkoloss |TM55 (common), TM11 (rare)
 98|Krabby       |WATER            |  30| 105|  90|  25|  25|  50|Frühwecker  | -          |Protein (common), Netzball (rare)
 99|Kingler      |WATER            |  55| 130| 115|  50|  50|  75|Frühwecker  | -          |TM10 (common)
100|Voltobal     |ELECTRIC         |  40|  30|  50|  55|  55| 100|Rasanz      |Magmapanzer |Steinrauch (100%)
101|Lektrobal    |ELECTRIC         |  60|  50|  70|  80|  80| 140|Rasanz      |Magmapanzer |Honig (rare)
102|Owei         |GRASS/PSYCHIC    |  60|  40|  80|  60|  45|  40|Sporenwirt  | -          |Griffklaue (100%)
103|Kokowei      |GRASS/PSYCHIC    |  95|  95|  85| 125|  65|  55|Sporenwirt  | -          |
104|Tragosso     |GROUND           |  50|  50|  95|  40|  50|  35|Hagelalarm  | -          |TM72 (common), Metronom (rare)
105|Knogga       |GROUND           |  60|  80| 110|  50|  80|  45|Hagelalarm  | -          |Heiß-Orb (rare)
106|Kicklee      |FIGHTING         |  50| 120|  53|  35| 110|  87|Starthilfe  | -          |Lansatbeere (common)
107|Nockchan     |FIGHTING         |  50| 105|  79|  35| 110|  76|Wertelink   | -          |Krummlöffel (common)
108|Schlurp      |NORMAL           |  90|  55|  75|  60|  75|  30|Neutraltorso|Farbwechsel |TM40 (common)
109|Smogon       |POISON           |  40|  65|  95|  60|  45|  35|Fährte      | -          |AP-Top (common), TM25 (rare)
110|Smogmog      |POISON           |  65|  90| 120|  85|  70|  60|Fährte      | -          |Scheuchrauch (rare)
111|Rihorn       |GROUND/ROCK      |  80|  85|  95|  30|  30|  25|Chlorophyll |Wolke Sieben|Pokéball (100%)
112|Rizeros      |GROUND/ROCK      | 105| 130| 120|  45|  45|  40|Chlorophyll |Wolke Sieben|
113|Chaneira     |NORMAL           | 250|   5|   5|  35| 105|  50|Sandsturm   | -          |
114|Tangela      |GRASS            |  65|  55| 115| 100|  40|  60|Rauflust    | -          |Heilpuder (rare)
115|Kangama      |NORMAL           | 105|  95|  80|  40|  80|  90|Tempomacher | -          |
116|Seeper       |WATER            |  30|  40|  70|  70|  25|  60|Rauhaut     |Floraschild |Zauberwasser (100%)
117|Seemon       |WATER            |  55|  65|  95|  95|  45|  85|Rauhaut     |Floraschild |
118|Goldini      |WATER            |  45|  67|  60|  35|  50|  63|Frühwecker  |Aufwertung  |Enigmabeere (100%)
119|Golking      |WATER            |  80|  92|  65|  65|  80|  68|Frühwecker  |Aufwertung  |
120|Sterndu      |WATER            |  30|  45|  55|  70|  55|  85|Speckschicht|Kraftkoloss |
121|Starmie      |WATER/PSYCHIC    |  60|  75|  85| 100|  85| 115|Speckschicht|Kraftkoloss |
122|Pantimos     |PSYCHIC          |  40|  45|  65| 100| 120|  90|Anpassung   |Aufheber    |
123|Sichlor      |BUG/FLYING       |  70| 110|  80|  55|  80| 105|Download    | -          |
124|Rossana      |ICE/PSYCHIC      |  65|  50|  35| 115|  95|  95|Chlorophyll |Charmebolzen|Glücksrauch (100%)
125|Elektek      |ELECTRIC         |  65|  83|  57|  95|  85| 105|Chlorophyll |Puderabwehr |Flottball (common), TM20 (rare)
126|Magmar       |FIRE             |  65|  95|  57| 100|  85|  93|Magieschild |Wertelink   |Fluchtseil (common)
127|Pinsir       |BUG              |  65| 125| 100|  55|  70|  85|Mentalkraft |Hexaplaga   |
128|Tauros       |NORMAL           |  75| 100|  95|  40|  70| 110|Wertelink   |Techniker   |
129|Karpador     |WATER            |  20|  10|  55|  15|  20|  80|Hydration   |Feuchtigkeit|
130|Garados      |WATER/FLYING     |  95| 125|  79|  60| 100|  81|Hydration   |Feuchtigkeit|
131|Lapras       |WATER/ICE        | 130|  85|  80|  85|  95|  60|Adlerauge   | -          |
132|Ditto        |NORMAL           |  48|  48|  48|  48|  48|  48|Niesel      |Sandschleier|TM22 (common)
133|Evoli        |NORMAL           |  55|  55|  50|  45|  65|  55|Sandschleier|Chlorophyll |TM01 (common), TM10 (rare)
134|Aquana       |WATER            | 130|  65|  60| 110|  95|  65|Rauflust    |Flammkörper |
135|Blitza       |ELECTRIC         |  65|  65|  60| 110|  95| 130|Insomnia    | -          |
136|Flamara      |FIRE             |  65| 130|  60|  95| 110|  65|Aquahülle   |Tempomacher |
137|Porygon      |NORMAL           |  65|  60|  70|  85|  75|  40|Chlorophyll | -          |TM29 (common), Schutzband (rare)
138|Amonitas     |ROCK/WATER       |  35|  40| 100|  90|  55|  35|Voltabsorber|Giftdorn    |Hyperball (common), Lansatbeere (rare)
139|Amoroso      |ROCK/WATER       |  70|  60| 125| 115|  70|  55|Voltabsorber|Giftdorn    |
140|Kabuto       |ROCK/WATER       |  30|  80|  90|  55|  45|  55|Sporenwirt  | -          |Magnet (common)
141|Kabutops     |ROCK/WATER       |  60| 115| 105|  65|  70|  80|Sporenwirt  | -          |Lavakeks (rare)
142|Aerodactyl   |ROCK/FLYING      |  80| 105|  65|  60|  75| 130|Speckschicht| -          |TM72 (rare)
143|Relaxo       |NORMAL           | 160| 110|  65|  65| 110|  30|Charmebolzen| -          |Eisbrocken (100%)
144|Arktos       |ICE/FLYING       |  90|  85| 100|  95| 125|  85|Statik      |Innere Kraft|
145|Zapdos       |ELECTRIC/FLYING  |  90|  90|  85| 125|  90| 100|Feuchtigkeit| -          |TM79 (common)
146|Lavados      |FIRE/FLYING      |  90| 100|  90| 125|  85|  90|Übereifer   | -          |Grünstück (rare)
147|Dratini      |DRAGON           |  41|  64|  45|  50|  50|  50|Adrenalin   |Wankelmut   |Latchibeere (rare)
148|Dragonir     |DRAGON           |  61|  84|  65|  70|  70|  70|Adrenalin   |Wankelmut   |
149|Dragoran     |DRAGON/FLYING    |  91| 134|  95| 100| 100|  80|Adrenalin   |Wankelmut   |Zitarzbeere (rare)
150|Mewtu        |PSYCHIC          | 106| 110|  90| 154|  90| 130|Wertelink   | -          |
151|Mew          |PSYCHIC          | 100| 100| 100| 100| 100| 100|Fußangel    |Regengenuss |Abysszahn (100%)
152|Endivie      |GRASS            |  45|  49|  65|  49|  65|  45|Hitzeschutz |Floraschild |
153|Lorblatt     |GRASS            |  60|  62|  80|  63|  80|  60|Hitzeschutz |Floraschild |
154|Meganie      |GRASS            |  80|  82| 100|  83| 100|  80|Hitzeschutz |Floraschild |
155|Feurigel     |FIRE             |  39|  52|  43|  60|  50|  65|Rasanz      | -          |Scharfzahn (rare)
156|Igelavar     |FIRE             |  58|  64|  58|  80|  65|  80|Rasanz      | -          |Ovaler Stein (rare)
157|Tornupto     |FIRE             |  78|  84|  78| 109|  85| 100|Rasanz      | -          |
158|Karnimani    |WATER            |  50|  65|  64|  44|  48|  43|Magieschild | -          |Finsterstein (rare)
159|Tyracroc     |WATER            |  65|  80|  80|  59|  63|  58|Magieschild | -          |Gegengift (common)
160|Impergator   |WATER            |  85| 105| 100|  79|  83|  78|Magieschild | -          |Terirobeere (rare)
161|Wiesor       |NORMAL           |  35|  46|  34|  35|  45|  20|Wolke Sieben|Filter      |Apikobeere (rare)
162|Wiesenior    |NORMAL           |  85|  76|  64|  45|  55|  90|Wolke Sieben|Filter      |
163|Hoothoot     |NORMAL/FLYING    |  60|  30|  30|  36|  56|  50|Eisenfaust  |Alptraum    |
164|Noctuh       |NORMAL/FLYING    | 100|  50|  50|  76|  96|  70|Eisenfaust  |Alptraum    |Abyssplatte (100%)
165|Ledyba       |BUG/FLYING       |  40|  20|  30|  40|  80|  55|Adrenalin   |Trockenheit |
166|Ledian       |BUG/FLYING       |  55|  35|  50|  55| 110|  85|Adrenalin   |Trockenheit |TM05 (common), Terirobeere (rare)
167|Webarak      |BUG/POISON       |  40|  60|  40|  40|  40|  30|Steinhaupt  | -          |Finsterball (rare)
168|Ariados      |BUG/POISON       |  70|  90|  70|  60|  60|  40|Steinhaupt  | -          |
169|Iksbat       |POISON/FLYING    |  85|  90|  80|  70|  80| 130|Chlorophyll | -          |Trank (common), Sprudel (rare)
170|Lampi        |WATER/ELECTRIC   |  75|  38|  38|  56|  56|  67|Rauhaut     | -          |
171|Lanturn      |WATER/ELECTRIC   | 125|  58|  58|  76|  76|  67|Rauhaut     | -          |
172|Pichu        |ELECTRIC         |  20|  40|  15|  35|  35|  60|Lärmschutz  | -          |
173|Pii          |NORMAL           |  50|  25|  28|  45|  55|  15|Giftdorn    |Flammkörper |Metallmantel (common), TM58 (rare)
174|Fluffeluff   |NORMAL           |  90|  30|  15|  40|  20|  15|Unkenntnis  | -          |TM45 (common)
175|Togepi       |NORMAL           |  35|  20|  65|  40|  65|  20|Rauflust    |Adlerauge   |Glattbrocken (common), Energiekraut (rare)
176|Togetic      |NORMAL/FLYING    |  55|  40|  85|  80| 105|  40|Rauflust    |Adlerauge   |Rosenrauch (common)
177|Natu         |PSYCHIC/FLYING   |  40|  50|  45|  70|  45|  70|Eisenfaust  |Hydration   |
178|Xatu         |PSYCHIC/FLYING   |  65|  75|  70|  95|  70|  95|Eisenfaust  |Hydration   |Blendpuder (common), TM18 (rare)
179|Voltilamm    |ELECTRIC         |  55|  40|  40|  65|  45|  35|Felskern    |Scherenmacht|Wiederball (common), TM50 (rare)
180|Waaty        |ELECTRIC         |  70|  55|  55|  80|  60|  45|Felskern    |Scherenmacht|
181|Ampharos     |ELECTRIC         |  90|  75|  75| 115|  90|  55|Felskern    |Scherenmacht|
182|Blubella     |GRASS            |  75|  80|  85|  90| 100|  50|Robustheit  |Starthilfe  |
183|Marill       |WATER            |  70|  20|  50|  20|  50|  40|Adlerauge   |Charmebolzen|
184|Azumarill    |WATER            | 100|  50|  80|  50|  80|  50|Adlerauge   |Charmebolzen|
185|Mogelbaum    |ROCK             |  70| 100| 115|  30|  65|  30|Magieschild | -          |Käfertafel (rare)
186|Quaxo        |WATER            |  90|  75|  75|  90| 100|  70|Glückspilz  |Finalschlag |
187|Hoppspross   |GRASS/FLYING     |  35|  35|  40|  35|  55|  50|Regengenuss |Starthilfe  |
188|Hubelupf     |GRASS/FLYING     |  55|  45|  50|  45|  65|  80|Regengenuss |Starthilfe  |TM20 (100%)
189|Papungha     |GRASS/FLYING     |  75|  55|  70|  55|  85| 110|Regengenuss |Starthilfe  |Pirsifbeere (rare)
190|Griffel      |NORMAL           |  55|  70|  55|  40|  55|  85|Sturmsog    |Sporenwirt  |
191|Sonnkern     |GRASS            |  30|  30|  30|  30|  30|  30|Lärmschutz  |Hagelalarm  |
192|Sonnflora    |GRASS            |  75|  75|  55| 105|  85|  30|Lärmschutz  |Hagelalarm  |
193|Yanma        |BUG/FLYING       |  65|  65|  45|  75|  45|  95|Statik      |Edelmut     |
194|Felino       |WATER/GROUND     |  55|  45|  45|  25|  25|  15|Klimaschutz | -          |
195|Morlord      |WATER/GROUND     |  95|  85|  85|  65|  65|  35|Klimaschutz | -          |TM49 (rare)
196|Psiana       |PSYCHIC          |  65|  65|  60| 130|  95| 110|Felsenfest  |Sturmsog    |Persimbeere (common), TM53 (rare)
197|Nachtara     |DARK             |  95|  65| 110|  60| 130|  65|Rauhaut     |Eishaut     |TM73 (common), Wechselhülle (rare)
198|Kramurx      |DARK/FLYING      |  60|  85|  42|  85|  42|  91|Sturzbach   | -          |Meisterball (common)
199|Laschoking   |WATER/PSYCHIC    |  95|  75|  80| 100| 110|  30|Überbrückung|Starthilfe  |Flinkklaue (rare)
200|Traunfugil   |GHOST            |  60|  60|  60|  85|  85|  85|Flexibilität| -          |
201|Icognito     |PSYCHIC          |  48|  72|  48|  72|  48|  48|Kampfpanzer | -          |
202|Woingenau    |PSYCHIC          | 190|  33|  58|  33|  58|  33|Erzwinger   | -          |Düsterumhang (common)
203|Girafarig    |NORMAL/PSYCHIC   |  70|  80|  65|  90|  65|  85|Wankelmut   |Notdünger   |TM41 (rare)
204|Tannza       |BUG              |  50|  65|  90|  35|  35|  15|Frühwecker  | -          |
205|Forstellka   |BUG/STEEL        |  75|  90| 140|  60|  60|  40|Frühwecker  | -          |
206|Dummisel     |NORMAL           | 100|  70|  70|  65|  65|  45|Immunität   | -          |
207|Skorgla      |GROUND/FLYING    |  65|  75| 105|  35|  65|  85|Schwebe     |Wolke Sieben|
208|Stahlos      |STEEL/GROUND     |  75|  85| 200|  55|  65|  30|Facettenauge|Aquahülle   |
209|Snubbull     |NORMAL           |  60|  80|  50|  40|  40|  30|Tempomacher | -          |
210|Granbull     |NORMAL           |  90| 120|  75|  60|  60|  45|Tempomacher | -          |Wahlband (rare)
211|Baldorfish   |WATER/POISON     |  65|  95|  75|  55|  55|  85|Angsthase   |Expidermis  |Abysszahn (common)
212|Scherox      |BUG/STEEL        |  70| 130| 100|  55|  80|  65|Download    | -          |
213|Pottrott     |BUG/ROCK         |  20|  10| 230|  10| 230|   5|Schneemantel| -          |Protein (common), Eipfelbeere (rare)
214|Skaraborn    |BUG/FIGHTING     |  80| 125|  75|  40|  95|  85|Edelmut     |Wankelmut   |
215|Sniebel      |DARK/ICE         |  55|  95|  55|  35|  75| 115|Entlastung  |Lärmschutz  |
216|Teddiursa    |NORMAL           |  60|  80|  50|  50|  50|  40|Regulierung | -          |Feuerheiler (common)
217|Ursaring     |NORMAL           |  90| 130|  75|  75|  75|  55|Regulierung | -          |TM73 (rare)
218|Schneckmag   |FIRE             |  40|  40|  40|  70|  40|  20|Felskern    | -          |Tauchball (common)
219|Magcargo     |FIRE/ROCK        |  50|  50| 120|  80|  80|  30|Felskern    | -          |
220|Quiekel      |ICE/GROUND       |  50|  50|  40|  30|  30|  50|Regengenuss | -          |
221|Keifel       |ICE/GROUND       | 100| 100|  80|  60|  60|  50|Regengenuss | -          |
222|Corasonn     |WATER/ROCK       |  55|  55|  85|  65|  85|  35|Steinhaupt  |Synchro     |
223|Remoraid     |WATER            |  35|  65|  35|  65|  35|  65|Schwebe     | -          |Jonagobeere (rare)
224|Octillery    |WATER            |  75| 105|  75| 105|  75|  45|Schwebe     | -          |
225|Botogel      |ICE/FLYING       |  45|  55|  45|  65|  45|  75|Großbrand   |Rasanz      |
226|Mantax       |WATER/FLYING     |  65|  40|  70|  80| 140|  70|Panzerhaut  | -          |Metronom (common), TM49 (rare)
227|Panzaeron    |STEEL/FLYING     |  65|  80| 140|  40|  70|  70|Feuchtigkeit|H2O-Absorber|
228|Hunduster    |DARK/FIRE        |  45|  60|  30|  80|  50|  65|Erzwinger   |Fußangel    |
229|Hundemon     |DARK/FIRE        |  75|  90|  50| 110|  80|  95|Erzwinger   |Fußangel    |TM26 (common), Wasserstein (rare)
230|Seedraking   |WATER/DRAGON     |  75|  95|  95|  95|  95|  85|Rauhaut     |Floraschild |Kalzium (common), Pirsifbeere (rare)
231|Phanpy       |GROUND           |  90|  60|  60|  40|  40|  40|Eishaut     | -          |
232|Donphan      |GROUND           |  90| 120| 120|  60|  60|  50|Eishaut     | -          |TM53 (rare)
233|Porygon2     |NORMAL           |  85|  80|  90| 105|  95|  60|Chlorophyll | -          |
234|Damhirplex   |NORMAL           |  73|  95|  62|  85|  65|  85|Superschütze| -          |
235|Farbeagle    |NORMAL           |  55|  20|  35|  20|  45|  75|Kraftkoloss |Erleuchtung |
236|Rabauz       |FIGHTING         |  35|  35|  35|  35|  35|  35|Charmebolzen|Munterkeit  |Prunusbeere (rare)
237|Kapoera      |FIGHTING         |  50|  95|  95|  35| 110|  70|Kraftkoloss |Erzwinger   |
238|Kussilla     |ICE/PSYCHIC      |  45|  30|  15|  85|  65|  65|Chlorophyll |Charmebolzen|TM51 (100%)
239|Elekid       |ELECTRIC         |  45|  63|  37|  65|  55|  95|Chlorophyll |Puderabwehr |
240|Magby        |FIRE             |  45|  75|  37|  70|  55|  83|Magieschild |Wertelink   |
241|Miltank      |NORMAL           |  95|  80| 105|  40|  70| 100|Solarkraft  | -          |Zauberasche (100%)
242|Heiteira     |NORMAL           | 255|  10|  10|  75| 135|  55|Sandsturm   | -          |
243|Raikou       |ELECTRIC         |  90|  85|  75| 115| 100| 115|Pulverrauch |Bedroher    |
244|Entei        |FIRE             | 115| 115|  85|  90|  75| 100|Schwebe     | -          |
245|Suicune      |WATER            | 100|  75| 115|  90| 115|  85|Alptraum    | -          |Top-Trank (rare)
246|Larvitar     |ROCK/GROUND      |  50|  64|  50|  45|  50|  41|Aquahülle   | -          |
247|Pupitar      |ROCK/GROUND      |  70|  84|  70|  65|  70|  51|Aquahülle   | -          |Krambobeere (common), Griffklaue (rare)
